province,fsa,population_2016,lim_at_prevalence,lim_at_count,sac_rural_category,clc_rural_indicator,clc_rural_label,clc_low_income_indicator,clc_low_income_label,female,black,indigenous,unemployment_rate,youth_15_to_24,youth_15_to_29,french_speakers,french_first_official_language,immigrant
Alberta,T8L,26423,0.049,1260,1,0,Not Rural,0,Not Low Income,12995,215,1600,0.071,3210,5515,1525,515,1935
Alberta,T8N,65527,0.043,2785,1,0,Not Rural,0,Not Low Income,33545,800,2825,0.066,8350,11780,7090,1755,7525
Alberta,T8R,15088,0.05,695,1,0,Not Rural,0,Not Low Income,7470,135,2260,0.079,1855,2865,1390,590,825
British Columbia,V4C,44169,0.111,4880,1,0,Not Rural,0,Not Low Income,22145,360,1275,0.063,6405,8900,2425,285,17385
British Columbia,V4E,11839,0.09300000000000001,1095,1,0,Not Rural,0,Not Low Income,6005,90,180,0.051,1720,2265,960,70,4310
British Columbia,V7E,37357,0.14400000000000002,5345,1,0,Not Rural,0,Not Low Income,19660,265,435,0.049,4515,6200,2815,245,17445
Alberta,T8C,4502,0.04,180,1,0,Not Rural,0,Not Low Income,2200,20,165,0.067,595,775,255,75,340
British Columbia,V3S,95349,0.09699999999999999,9240,1,0,Not Rural,0,Not Low Income,48145,1470,2545,0.057999999999999996,12205,18155,4155,635,33975
British Columbia,V3T,38549,0.231,8710,1,0,Not Rural,1,Low Income,18840,1315,1560,0.073,5280,8995,1705,375,17925
British Columbia,V7G,11673,0.064,655,1,0,Not Rural,0,Not Low Income,6085,30,295,0.059000000000000004,1485,1900,1480,135,2875
British Columbia,V7H,13232,0.081,1015,1,0,Not Rural,0,Not Low Income,6915,85,455,0.042,1680,2310,1280,155,3625
British Columbia,V7J,16743,0.113,1775,1,0,Not Rural,0,Not Low Income,8745,110,860,0.045,2180,2930,1640,205,5065
British Columbia,V7W,8611,0.114,985,1,0,Not Rural,0,Not Low Income,4370,40,85,0.052000000000000005,1220,1430,1115,110,2850
British Columbia,V8A,18135,0.177,3005,3,0,Not Rural,0,Not Low Income,9180,80,1490,0.075,1550,2275,1255,430,2350
British Columbia,V8B,11772,0.10800000000000001,1215,3,0,Not Rural,0,Not Low Income,5885,70,740,0.057,1085,1855,1395,330,2300
British Columbia,V8G,19144,0.132,2395,3,0,Not Rural,0,Not Low Income,9500,120,4695,0.10400000000000001,2375,3665,1185,375,1815
British Columbia,V8L,23422,0.085,1910,1,0,Not Rural,0,Not Low Income,12415,105,965,0.048,1980,2650,2150,280,4765
British Columbia,V3V,48927,0.159,7700,1,0,Not Rural,0,Not Low Income,24090,940,1420,0.079,7190,10875,1570,240,24365
British Columbia,V6W,1628,0.16699999999999998,250,1,0,Not Rural,0,Not Low Income,750,0,25,0.055999999999999994,135,300,110,20,575
British Columbia,V6X,33695,0.258,8530,1,0,Not Rural,1,Low Income,17595,190,200,0.069,4400,7805,1080,120,21480
British Columbia,V6Y,47768,0.289,13755,1,0,Not Rural,1,Low Income,25385,210,220,0.057,5720,9350,1795,235,32330
Alberta,T9G,7159,0.069,490,1,0,Not Rural,0,Not Low Income,3490,50,540,0.099,775,1230,275,100,475
Alberta,T9H,26732,0.055999999999999994,1470,2,0,Not Rural,0,Not Low Income,12025,2240,2670,0.07200000000000001,3015,5870,1815,715,6910
Alberta,T9J,3630,0.048,175,2,0,Not Rural,0,Not Low Income,1670,NA,NA,NA,390,820,340,140,NA
Alberta,T9K,39305,0.032,1260,2,0,Not Rural,0,Not Low Income,18420,1760,2550,0.063,4365,8690,2940,985,8190
British Columbia,V0B,33080,0.146,4710,6,1,Rural,0,Not Low Income,16425,140,2350,0.073,2815,4455,1870,640,3455
British Columbia,V6Z,17832,0.214,3700,1,0,Not Rural,1,Low Income,8575,155,315,0.055999999999999994,1500,3830,2000,420,7140
Alberta,T8H,28688,0.039,1105,1,0,Not Rural,0,Not Low Income,14885,335,1030,0.061,3490,5450,2030,540,3310
Alberta,T8T,7037,0.045,315,1,0,Not Rural,0,Not Low Income,3365,30,275,0.066,990,1250,510,165,625
Alberta,T8V,31893,0.098,3045,2,0,Not Rural,0,Not Low Income,15845,760,3870,0.113,4510,7870,2335,785,3740
British Columbia,V4G,86,NA,NA,NA,NA,Not Rural,NA,(Missing),40,0,0,0,10,15,5,0,35
British Columbia,V4L,7893,0.094,720,1,0,Not Rural,0,Not Low Income,4150,70,140,0.044000000000000004,740,1010,745,105,1520
British Columbia,V4M,14512,0.081,1100,1,0,Not Rural,0,Not Low Income,7465,80,445,0.049,1720,2170,1520,170,2900
British Columbia,V3W,92447,0.168,15395,1,0,Not Rural,0,Not Low Income,46500,1970,2310,0.08,13155,19550,3015,465,47925
British Columbia,V3X,28510,0.11,3060,1,0,Not Rural,0,Not Low Income,14065,410,405,0.06,3945,5980,1180,160,13205
British Columbia,V7K,12391,0.07400000000000001,915,1,0,Not Rural,0,Not Low Income,6310,120,220,0.047,1585,2085,1370,220,3505
British Columbia,V7L,26608,0.151,3960,1,0,Not Rural,0,Not Low Income,13830,240,475,0.048,2710,4695,2425,395,8940
British Columbia,V7M,20181,0.187,3720,1,0,Not Rural,0,Not Low Income,10675,135,590,0.054000000000000006,1790,3415,1945,315,8390
British Columbia,V3Y,18861,0.09699999999999999,1785,1,0,Not Rural,0,Not Low Income,9670,205,810,0.051,2100,3175,1430,190,3970
British Columbia,V3Z,29265,0.141,3980,1,0,Not Rural,0,Not Low Income,15060,260,680,0.048,2995,4520,1920,255,8535
British Columbia,V4K,24414,0.081,1930,1,0,Not Rural,0,Not Low Income,12640,190,790,0.038,2985,4015,1600,215,5195
British Columbia,V7A,26618,0.18,4760,1,0,Not Rural,0,Not Low Income,13625,185,215,0.055,3580,5300,1495,165,15065
British Columbia,V1B,21395,0.08,1685,3,0,Not Rural,0,Not Low Income,10730,55,745,0.066,2345,3115,1500,225,2430
British Columbia,V1C,25413,0.126,3115,3,0,Not Rural,0,Not Low Income,12860,150,2270,0.076,2875,4195,1085,240,2140
British Columbia,V1E,19344,0.142,2630,3,0,Not Rural,0,Not Low Income,10155,105,1450,0.07,1900,2720,1345,180,1985
British Columbia,V1H,13427,0.11900000000000001,1165,3,0,Not Rural,0,Not Low Income,6880,55,1340,0.086,1090,1575,810,170,1645
British Columbia,V1J,23782,0.076,1790,3,0,Not Rural,0,Not Low Income,11495,390,2635,0.106,3330,5740,1175,240,2360
British Columbia,V5J,21918,0.198,4260,1,0,Not Rural,1,Low Income,11250,255,295,0.062,3005,4850,1010,145,11215
British Columbia,V5K,23016,0.135,3080,1,0,Not Rural,0,Not Low Income,11655,210,725,0.055,2595,4440,1690,230,9510
British Columbia,V5L,19720,0.21899999999999997,4275,1,0,Not Rural,1,Low Income,10115,400,1675,0.057999999999999996,1615,3820,2640,415,4925
British Columbia,V5M,23053,0.184,4170,1,0,Not Rural,0,Not Low Income,11800,130,505,0.057999999999999996,3050,4910,1025,145,11815
British Columbia,V8W,5201,0.299,1355,1,0,Not Rural,1,Low Income,2295,85,170,0.063,640,1345,560,115,815
British Columbia,V4N,78675,0.126,9790,1,0,Not Rural,0,Not Low Income,39875,1245,1825,0.055999999999999994,11070,16170,3565,510,32005
British Columbia,V4P,12224,0.149,1785,1,0,Not Rural,0,Not Low Income,6435,75,220,0.048,1465,1915,880,125,4060
British Columbia,V4R,15285,0.081,1225,1,0,Not Rural,0,Not Low Income,7810,165,670,0.045,1935,2725,900,120,2795
British Columbia,V7N,14883,0.107,1575,1,0,Not Rural,0,Not Low Income,7650,175,205,0.05,1965,2680,1865,240,4895
British Columbia,V6B,29376,0.24100000000000002,6575,1,0,Not Rural,1,Low Income,13280,320,760,0.053,2625,7640,3160,615,9795
British Columbia,V6C,2554,0.23399999999999999,595,1,0,Not Rural,1,Low Income,1280,15,10,0.052000000000000005,265,560,240,40,1325
British Columbia,V6E,26907,0.24,6390,1,0,Not Rural,1,Low Income,12780,340,560,0.048,2400,6980,3485,750,9915
Alberta,T6H,30171,0.126,3740,1,0,Not Rural,0,Not Low Income,15160,1055,1095,0.087,4470,7580,2870,600,7300
Alberta,T6J,47109,0.109,5040,1,0,Not Rural,0,Not Low Income,24060,2170,1590,0.087,6360,9760,3800,755,14755
Alberta,T6K,29838,0.14400000000000002,4255,1,0,Not Rural,0,Not Low Income,15110,2390,1645,0.10800000000000001,3715,5835,1995,665,9625
British Columbia,V8X,23811,0.142,3295,1,0,Not Rural,0,Not Low Income,12245,300,890,0.059000000000000004,3150,4985,1920,265,5205
British Columbia,V8Y,9830,0.064,630,1,0,Not Rural,0,Not Low Income,5060,55,150,0.053,1055,1405,775,105,2505
British Columbia,V8Z,31079,0.105,3185,1,0,Not Rural,0,Not Low Income,15935,425,1235,0.047,3965,5840,2030,350,5715
British Columbia,V9A,38699,0.155,5575,1,0,Not Rural,0,Not Low Income,19575,510,2670,0.061,3925,6970,4445,1130,5840
British Columbia,V9B,44244,0.102,4395,1,0,Not Rural,0,Not Low Income,22630,340,2425,0.047,4950,7745,3080,735,5695
British Columbia,V9C,22785,0.071,1605,1,0,Not Rural,0,Not Low Income,11385,155,1060,0.053,2430,3780,1865,425,2680
British Columbia,V9E,5155,0.075,385,1,0,Not Rural,0,Not Low Income,2545,30,180,0.036000000000000004,535,740,495,105,755
British Columbia,V9H,9304,0.087,760,3,0,Not Rural,0,Not Low Income,4540,45,1090,0.083,875,1240,640,125,860
British Columbia,V9L,34378,0.18100000000000002,5680,3,0,Not Rural,0,Not Low Income,17740,145,4820,0.07400000000000001,3550,5225,2050,325,4445
British Columbia,V9N,30080,0.17300000000000001,5100,3,0,Not Rural,0,Not Low Income,15665,200,2040,0.084,3025,4470,2380,645,3595
British Columbia,V9R,28376,0.23800000000000002,6455,2,0,Not Rural,1,Low Income,14360,230,3315,0.08900000000000001,3490,5595,1965,350,3250
British Columbia,V9S,16641,0.21899999999999997,3510,2,0,Not Rural,1,Low Income,8705,130,1200,0.081,2010,3195,1145,200,2165
British Columbia,V9T,33103,0.12,3870,2,0,Not Rural,0,Not Low Income,17270,235,1820,0.069,3340,5120,2040,380,5305
British Columbia,V5R,46565,0.182,8455,1,0,Not Rural,0,Not Low Income,23925,490,685,0.061,6635,10915,1735,280,26860
British Columbia,V7P,13034,0.184,1995,1,0,Not Rural,0,Not Low Income,6715,40,1275,0.068,1535,2325,1110,145,5165
British Columbia,V7R,14770,0.10300000000000001,1515,1,0,Not Rural,0,Not Low Income,7545,50,160,0.062,2065,2530,1715,165,4970
British Columbia,V1L,16801,0.18600000000000003,3070,3,0,Not Rural,0,Not Low Income,8645,80,840,0.08800000000000001,1735,2605,1850,395,2180
British Columbia,V1P,8028,0.105,845,1,0,Not Rural,0,Not Low Income,3950,60,455,0.068,1005,1430,460,110,995
British Columbia,V1S,11279,0.061,665,2,0,Not Rural,0,Not Low Income,5735,85,635,0.059000000000000004,1355,2130,705,125,1095
British Columbia,V4T,27996,0.105,2180,1,0,Not Rural,0,Not Low Income,14430,105,2355,0.073,2650,3940,1420,375,3430
British Columbia,V2L,9947,0.28800000000000003,2685,2,0,Not Rural,1,Low Income,4925,50,2435,0.15,1245,2065,400,115,820
British Columbia,V2R,48608,0.11,4935,2,0,Not Rural,0,Not Low Income,24695,430,3625,0.057999999999999996,5620,8065,2465,530,6710
British Columbia,V5A,23960,0.198,4725,1,0,Not Rural,1,Low Income,12085,340,435,0.068,4170,5715,1625,205,9685
Alberta,T6L,51562,0.099,5035,1,0,Not Rural,0,Not Low Income,25830,2425,2410,0.096,6805,10980,3055,915,16430
British Columbia,V3E,39365,0.16899999999999998,6645,1,0,Not Rural,0,Not Low Income,20005,290,535,0.057,5580,7685,2365,290,19725
Yukon,Y1A,27672,NA,0,3,0,Not Rural,NA,(Missing),13890,230,4820,0.071,3155,5245,4210,1260,3555
British Columbia,V5N,35045,0.175,6065,1,0,Not Rural,0,Not Low Income,17895,450,1300,0.057,3910,7575,3520,535,14015
British Columbia,V5P,31920,0.175,5515,1,0,Not Rural,0,Not Low Income,16545,305,410,0.066,4215,6665,1090,160,18960
British Columbia,V1M,31176,0.08,2430,1,0,Not Rural,0,Not Low Income,16295,295,1090,0.045,4020,5415,2005,245,5980
British Columbia,V4S,7326,0.122,880,1,0,Not Rural,0,Not Low Income,3555,60,335,0.039,855,1200,400,65,1185
British Columbia,V1T,27997,0.198,5325,3,0,Not Rural,1,Low Income,14925,55,2355,0.086,2895,4550,1700,290,2920
British Columbia,V1X,33273,0.162,5265,1,0,Not Rural,0,Not Low Income,17080,335,2590,0.077,4445,6790,1450,385,4725
British Columbia,V1Z,14368,0.094,1130,1,0,Not Rural,0,Not Low Income,7220,85,805,0.057999999999999996,1560,2245,875,195,1985
British Columbia,V2A,37469,0.16399999999999998,5675,3,0,Not Rural,0,Not Low Income,19795,115,2925,0.087,3530,5235,2420,600,5070
British Columbia,V2B,39843,0.156,5955,2,0,Not Rural,0,Not Low Income,20290,160,4980,0.091,4520,7010,1530,335,3305
British Columbia,V5B,22454,0.18100000000000002,4040,1,0,Not Rural,0,Not Low Income,11245,315,545,0.06,3185,4830,1385,180,10025
British Columbia,V5C,30408,0.15,4510,1,0,Not Rural,0,Not Low Income,15640,265,505,0.055999999999999994,3455,6190,1610,220,12815
British Columbia,V8P,18167,0.131,2310,1,0,Not Rural,0,Not Low Income,9505,165,430,0.064,2825,3940,2020,185,3560
British Columbia,V3G,24150,0.07400000000000001,1770,1,0,Not Rural,0,Not Low Income,12255,265,1065,0.044000000000000004,3350,4605,1385,150,4855
British Columbia,V3H,37222,0.111,4135,1,0,Not Rural,0,Not Low Income,19060,335,875,0.053,4550,6500,3085,440,11695
British Columbia,V6G,27198,0.225,6095,1,0,Not Rural,1,Low Income,13255,345,600,0.057999999999999996,1880,5410,3825,895,9745
British Columbia,V5S,28773,0.161,4515,1,0,Not Rural,0,Not Low Income,15180,425,450,0.051,3605,5345,1520,255,14445
British Columbia,V5T,23911,0.172,4000,1,0,Not Rural,0,Not Low Income,12185,305,790,0.047,1775,5235,3230,505,6405
Alberta,T5X,41912,0.132,5390,1,0,Not Rural,0,Not Low Income,21030,3310,2360,0.087,5295,8595,2345,760,12460
Alberta,T5Y,45947,0.08800000000000001,4035,1,0,Not Rural,0,Not Low Income,23030,5025,2830,0.095,6370,10815,2865,935,14495
British Columbia,V4V,14614,0.107,1365,1,0,Not Rural,0,Not Low Income,7385,65,820,0.077,1510,2235,895,210,1660
British Columbia,V7S,10521,0.203,2135,1,0,Not Rural,1,Low Income,5445,30,55,0.059000000000000004,1405,1865,955,100,6060
British Columbia,V7T,9274,0.222,1750,1,0,Not Rural,1,Low Income,5120,20,30,0.065,1070,1410,910,110,4345
British Columbia,V8R,23572,0.14300000000000002,3265,1,0,Not Rural,0,Not Low Income,12730,180,730,0.054000000000000006,2945,4695,3265,350,4685
British Columbia,V2S,48647,0.156,7285,1,0,Not Rural,0,Not Low Income,24850,595,2835,0.061,6240,9665,2475,440,8225
British Columbia,V6H,17848,0.147,2550,1,0,Not Rural,0,Not Low Income,9735,165,320,0.052000000000000005,1575,3830,2505,380,5020
British Columbia,V6J,22188,0.17300000000000001,3810,1,0,Not Rural,0,Not Low Income,12075,150,405,0.048,2160,4770,3355,560,6920
British Columbia,V6K,26424,0.141,3675,1,0,Not Rural,0,Not Low Income,14140,255,475,0.054000000000000006,2890,6190,4430,685,7165
Alberta,T5Z,30715,0.07,2115,1,0,Not Rural,0,Not Low Income,15490,1715,840,0.07400000000000001,4525,6995,1470,415,10910
Alberta,T6A,14767,0.08900000000000001,1275,1,0,Not Rural,0,Not Low Income,7355,210,895,0.083,1715,2765,1285,360,1910
British Columbia,V2Z,15520,0.10300000000000001,1585,1,0,Not Rural,0,Not Low Income,7775,95,695,0.036000000000000004,1805,2460,705,120,2205
British Columbia,V7V,14952,0.184,2680,1,0,Not Rural,0,Not Low Income,8280,10,70,0.055,1710,2075,1805,175,5990
British Columbia,V1V,21155,0.08800000000000001,1835,1,0,Not Rural,0,Not Low Income,10915,130,790,0.059000000000000004,2815,4050,1600,295,2950
British Columbia,V2T,56111,0.139,7715,1,0,Not Rural,0,Not Low Income,28515,380,2370,0.08800000000000001,6990,10900,1855,270,22150
British Columbia,V2W,19022,0.08199999999999999,1565,1,0,Not Rural,0,Not Low Income,9530,215,900,0.05,2560,3440,1150,220,3690
British Columbia,V9V,10934,0.10800000000000001,1140,2,0,Not Rural,0,Not Low Income,5825,50,325,0.07,1175,1535,730,135,2315
British Columbia,V9W,28743,0.16699999999999998,4645,3,0,Not Rural,0,Not Low Income,14665,95,3675,0.10099999999999999,3030,4590,1995,395,2770
British Columbia,V9X,10300,0.114,1130,2,0,Not Rural,0,Not Low Income,5035,40,1095,0.071,1130,1685,550,120,1055
Alberta,T6M,28187,0.047,1300,1,0,Not Rural,0,Not Low Income,14370,745,870,0.06,3460,5385,1740,365,8720
Alberta,T6P,1798,0.12,215,1,0,Not Rural,0,Not Low Income,880,25,155,0.092,155,285,105,50,140
Alberta,T6R,45145,0.051,2280,1,0,Not Rural,0,Not Low Income,23145,1090,745,0.067,5770,8425,3460,595,15505
Alberta,T6S,96,NA,NA,1,0,Not Rural,NA,(Missing),50,0,0,0,15,35,5,0,0
Alberta,T6T,37150,0.065,2390,1,0,Not Rural,0,Not Low Income,18405,1200,940,0.08800000000000001,4955,8490,1925,565,17500
British Columbia,V3A,42397,0.132,5485,1,0,Not Rural,0,Not Low Income,21995,330,2200,0.049,4710,7170,2190,385,6605
British Columbia,V5V,24560,0.109,2660,1,0,Not Rural,0,Not Low Income,12725,120,445,0.052000000000000005,2740,4875,2675,395,9095
British Columbia,V5W,19706,0.152,2965,1,0,Not Rural,0,Not Low Income,10165,215,395,0.052000000000000005,2635,4135,1465,185,9400
British Columbia,V5X,28820,0.175,4970,1,0,Not Rural,0,Not Low Income,14760,220,320,0.059000000000000004,4445,6795,1075,115,16125
British Columbia,V1W,34573,0.102,3440,1,0,Not Rural,0,Not Low Income,17885,150,1350,0.065,3955,5405,2995,560,5125
British Columbia,V2E,14672,0.091,1315,2,0,Not Rural,0,Not Low Income,7485,140,1225,0.067,2170,3245,1060,145,1565
British Columbia,V2G,17970,0.13699999999999998,2355,3,0,Not Rural,0,Not Low Income,8935,80,3410,0.08199999999999999,2050,3135,720,210,1505
British Columbia,V2H,6201,0.06,205,2,0,Not Rural,0,Not Low Income,3120,20,1060,0.079,595,915,260,55,495
British Columbia,V2J,22667,0.16899999999999998,3750,3,0,Not Rural,0,Not Low Income,11280,60,3165,0.10800000000000001,2525,3685,790,195,1655
British Columbia,V2K,20924,0.084,1730,2,0,Not Rural,0,Not Low Income,10185,60,2485,0.08900000000000001,2440,3600,1085,245,1390
British Columbia,V2M,23318,0.155,3520,2,0,Not Rural,0,Not Low Income,11880,325,3765,0.08800000000000001,3545,5565,1220,230,2485
British Columbia,V2N,32137,0.085,2715,2,0,Not Rural,0,Not Low Income,16000,310,3660,0.078,4185,6300,1590,345,3665
British Columbia,V2P,36329,0.207,7150,2,0,Not Rural,1,Low Income,18870,240,3970,0.079,4235,6320,1415,375,4440
British Columbia,V4W,19443,0.12300000000000001,2320,1,0,Not Rural,0,Not Low Income,9760,280,1070,0.052000000000000005,2365,3410,730,135,2905
British Columbia,V3J,40921,0.174,7090,1,0,Not Rural,0,Not Low Income,20370,510,905,0.061,5700,8530,2660,390,15585
British Columbia,V3K,30495,0.161,4825,1,0,Not Rural,0,Not Low Income,15630,365,900,0.055999999999999994,3970,6060,2050,380,11900
British Columbia,V3L,27724,0.13,3525,1,0,Not Rural,0,Not Low Income,14150,490,935,0.059000000000000004,2910,5090,2465,300,7995
British Columbia,V3M,43423,0.172,7360,1,0,Not Rural,0,Not Low Income,22140,1250,1480,0.061,4835,8520,3015,495,16385
British Columbia,V5Y,17201,0.132,2255,1,0,Not Rural,0,Not Low Income,8915,100,290,0.042,1575,3560,2075,300,6055
Alberta,T6B,9503,0.068,630,1,0,Not Rural,0,Not Low Income,4815,205,595,0.099,1145,1900,950,405,1245
Alberta,T6C,20587,0.08900000000000001,1775,1,0,Not Rural,0,Not Low Income,10270,435,1255,0.083,2330,4300,3235,1380,2880
British Columbia,V4X,12774,0.08199999999999999,1030,1,0,Not Rural,0,Not Low Income,6270,175,570,0.043,1725,2485,475,75,2990
British Columbia,V4Z,4851,0.11,475,2,0,Not Rural,0,Not Low Income,2345,40,375,0.044000000000000004,580,800,230,45,595
British Columbia,V8M,16168,0.073,980,1,0,Not Rural,0,Not Low Income,8450,50,2000,0.059000000000000004,1730,2410,1420,175,2210
British Columbia,V6L,10479,0.2,2020,1,0,Not Rural,1,Low Income,5600,25,75,0.055,1675,2255,1105,95,4950
British Columbia,V6M,16348,0.24600000000000002,3945,1,0,Not Rural,1,Low Income,8930,45,115,0.07200000000000001,2465,3520,1525,190,8205
British Columbia,V6N,14057,0.149,1820,1,0,Not Rural,0,Not Low Income,7305,45,845,0.079,2220,2980,1585,140,5195
British Columbia,V6P,30697,0.23800000000000002,7220,1,0,Not Rural,1,Low Income,15905,285,420,0.063,4445,6890,2145,305,16510
British Columbia,V6R,19416,0.172,3330,1,0,Not Rural,0,Not Low Income,10150,135,240,0.059000000000000004,3075,4495,3225,380,6355
Alberta,T6V,19927,0.066,1315,1,0,Not Rural,0,Not Low Income,10055,1300,510,0.069,2575,4150,1185,330,6755
Alberta,T6E,22674,0.13699999999999998,3070,1,0,Not Rural,0,Not Low Income,11065,600,1235,0.081,3055,7160,2870,655,4125
Alberta,T6G,12634,0.20600000000000002,2350,1,0,Not Rural,1,Low Income,6210,175,285,0.087,3655,5860,1610,160,2310
British Columbia,V3B,56524,0.18100000000000002,10155,1,0,Not Rural,0,Not Low Income,29060,840,1785,0.055999999999999994,7305,10730,3315,560,23135
Newfoundland and Labrador,A0A,46587,0.17,7825,4,1,Rural,0,Not Low Income,23740,50,715,0.16399999999999998,4390,6385,1140,85,485
Newfoundland and Labrador,A0B,19792,0.165,3230,5,1,Rural,0,Not Low Income,9935,20,325,0.185,1725,2370,435,50,210
Newfoundland and Labrador,A0E,22294,0.171,3770,5,1,Rural,0,Not Low Income,11240,35,350,0.235,2065,2850,545,55,180
Newfoundland and Labrador,A0H,17804,0.228,3800,4,1,Rural,1,Low Income,9005,40,1815,0.252,1655,2235,180,20,120
Newfoundland and Labrador,A0J,7880,0.212,1630,5,1,Rural,1,Low Income,4020,15,160,0.28,685,950,75,5,40
Newfoundland and Labrador,A0M,6200,0.166,1020,6,1,Rural,0,Not Low Income,3240,0,300,0.278,500,685,80,10,20
Newfoundland and Labrador,A0N,13815,0.299,4085,5,1,Rural,1,Low Income,6950,25,4975,0.29600000000000004,1130,1625,720,250,95
Newfoundland and Labrador,A1Y,5669,0.163,890,5,1,Rural,0,Not Low Income,2990,0,140,0.18600000000000003,585,835,160,5,55
Newfoundland and Labrador,A2B,4909,0.221,1055,3,0,Not Rural,1,Low Income,2550,0,300,0.2,470,705,120,10,20
Newfoundland and Labrador,A2N,8904,0.253,2210,5,1,Rural,1,Low Income,4670,15,3180,0.179,925,1325,540,75,165
Newfoundland and Labrador,A8A,6901,0.17300000000000001,1185,5,1,Rural,0,Not Low Income,3525,35,890,0.22,665,960,120,10,75
Nova Scotia,B0E,25881,0.16399999999999998,3835,6,1,Rural,0,Not Low Income,13250,105,3750,0.182,2590,3575,5810,3720,985
Nova Scotia,B0K,35895,0.18899999999999997,6550,3,0,Not Rural,0,Not Low Income,18325,185,1405,0.124,3565,5005,1450,290,1090
Nova Scotia,B0M,16997,0.22699999999999998,3775,5,1,Rural,1,Low Income,8545,170,440,0.11900000000000001,1745,2465,565,130,480
Nova Scotia,B0N,39559,0.177,6715,4,1,Rural,0,Not Low Income,20160,565,2310,0.092,4050,5915,1825,370,1120
Nova Scotia,B0P,40417,0.17300000000000001,6835,5,1,Rural,0,Not Low Income,20510,435,1860,0.091,4335,6255,3185,950,1635
Nova Scotia,B0R,5779,0.23199999999999998,1330,5,1,Rural,1,Low Income,2825,30,160,0.085,450,715,270,60,240
Nova Scotia,B0S,17212,0.264,4405,6,1,Rural,1,Low Income,8835,185,880,0.139,1540,2170,1105,235,1025
Nova Scotia,B4H,13422,0.225,2950,5,1,Rural,1,Low Income,7100,230,470,0.105,1335,1955,875,165,355
Nova Scotia,B4P,7784,0.2,1495,4,1,Rural,1,Low Income,4150,45,270,0.125,1195,1630,760,85,650
Nova Scotia,B4R,2985,0.10400000000000001,310,5,1,Rural,0,Not Low Income,1520,40,125,0.061,395,530,160,40,90
Nova Scotia,B4V,20167,0.18600000000000003,3660,5,1,Rural,0,Not Low Income,10500,55,695,0.086,1995,2960,1230,205,855
Nova Scotia,B9A,4492,0.185,805,6,1,Rural,0,Not Low Income,2295,60,210,0.147,550,745,530,135,115
Prince Edward Island,C0A,44095,0.146,6240,4,1,Rural,0,Not Low Income,22305,100,915,0.13,5200,7200,4330,635,2080
Prince Edward Island,C0B,28575,0.155,4300,5,1,Rural,0,Not Low Income,14405,30,670,0.168,3250,4575,4465,2230,720
Prince Edward Island,C1N,16463,0.18600000000000003,3000,3,0,Not Rural,0,Not Low Income,8625,90,215,0.113,1810,2545,2155,660,645
Nova Scotia,B1X,843,0.11900000000000001,100,5,1,Rural,0,Not Low Income,400,0,20,0.18899999999999997,80,110,40,5,55
Nova Scotia,B2C,290,0.175,50,5,1,Rural,0,Not Low Income,140,0,15,0.312,25,30,5,0,0
Nova Scotia,B2E,41,NA,NA,NA,NA,Not Rural,NA,(Missing),15,0,0,0,0,0,0,0,0
Nova Scotia,B2J,68,NA,NA,NA,NA,Not Rural,NA,(Missing),35,0,10,0,10,10,0,0,0
New Brunswick,E1X,14040,0.198,2705,5,1,Rural,1,Low Income,7065,30,475,0.179,1375,2000,13690,13405,110
New Brunswick,E2V,14649,0.064,880,5,1,Rural,0,Not Low Income,6865,190,940,0.068,2125,3565,3590,1865,425
New Brunswick,E4A,2926,0.239,700,5,1,Rural,1,Low Income,1500,10,55,0.158,245,350,175,60,50
New Brunswick,E4B,4190,0.245,1015,5,1,Rural,1,Low Income,2100,15,70,0.188,405,565,435,205,100
New Brunswick,E4W,8069,0.183,1085,5,1,Rural,0,Not Low Income,4040,50,2795,0.25,900,1250,4515,3635,175
New Brunswick,E4X,2976,0.185,525,5,1,Rural,0,Not Low Income,1520,15,340,0.204,240,330,2705,2535,75
New Brunswick,E4Y,3038,0.226,660,5,1,Rural,1,Low Income,1525,10,160,0.18100000000000002,235,345,2710,2545,45
New Brunswick,E4Z,5618,0.2,1120,4,1,Rural,1,Low Income,2805,15,110,0.14,540,775,670,115,205
New Brunswick,E5B,3037,0.168,490,5,1,Rural,0,Not Low Income,1590,20,35,0.12300000000000001,305,430,400,70,250
New Brunswick,E5C,4221,0.149,620,5,1,Rural,0,Not Low Income,2135,0,45,0.128,440,620,320,60,255
New Brunswick,E5H,2825,0.179,495,5,1,Rural,0,Not Low Income,1470,0,100,0.214,290,410,235,120,175
New Brunswick,E5L,2871,0.19,535,4,1,Rural,0,Not Low Income,1435,0,85,0.142,275,420,235,85,65
New Brunswick,E5M,2028,0.179,350,4,1,Rural,0,Not Low Income,1035,25,60,0.16,170,255,200,50,85
New Brunswick,E5P,2546,0.147,365,5,1,Rural,0,Not Low Income,1255,10,40,0.12,310,440,265,35,30
New Brunswick,E5T,3035,0.17800000000000002,535,5,1,Rural,0,Not Low Income,1515,20,25,0.09,370,480,310,45,90
New Brunswick,E5V,797,0.16699999999999998,125,5,1,Rural,0,Not Low Income,390,0,15,0.049,75,115,45,25,85
New Brunswick,E6A,1254,0.265,325,4,1,Rural,1,Low Income,630,0,15,0.262,120,165,25,10,25
New Brunswick,E6E,1512,0.223,335,4,1,Rural,1,Low Income,775,10,15,0.20800000000000002,165,240,100,20,45
